Campaign_Type,Duration,Budget,Audience_Size,Audience_Age_Group,Engagement_Rate,Conversion_Rate
Instagram,53,41.76759960963611,23189,18-24,7.468397385629994,4.4442341726845225
Instagram,32,16.243729893922342,81131,45-54,5.117270989995067,1.1231965256199286
Snapchat,14,57.07700562461036,30567,25-34,1.107552908336113,1.1291683420486955
TikTok,53,63.73938711875366,71168,25-34,9.450588681510734,2.960602531096431
Facebook,6,85.42664091863834,78653,18-24,7.731647138934152,2.8398736536943714
Instagram,20,27.113673929068742,55040,25-34,6.582815375920168,3.920396449820904
TikTok,46,12.94688424280793,97196,45-54,7.281513149127717,1.26780015340311
YouTube,45,95.31724452033144,28655,55-64,7.003308928319996,3.48991664360398
Snapchat,14,70.24879099111303,80772,18-24,9.278606334129423,4.576516260478515
Snapchat,53,10.598532346401182,63513,45-54,2.6223182244516514,4.25649045334984
TikTok,50,88.46446315092267,93638,35-44,3.5159793624908384,4.394662664365116
TikTok,54,12.869294496697838,95818,18-24,4.8861414659623,2.938511396781919
Facebook,28,81.73252424824803,20686,35-44,4.827823898797542,3.359609687408954
YouTube,25,65.81325274541187,52011,55-64,3.3143919241216384,0.8005111882523487
YouTube,34,41.20050590462685,15430,25-34,5.942880437079136,4.81049078002315
Snapchat,5,25.21587724780025,95821,18-24,1.8800648356691332,2.1120062179124064
YouTube,55,15.804543327077763,51867,55-64,3.6941959461553004,0.5314997176000075
TikTok,58,63.43603454533743,18354,35-44,9.991424031958553,1.0341492290496967
Facebook,45,14.418197426125484,65058,18-24,4.865505539678206,1.8120064981265334
Instagram,13,95.04726047561613,85432,45-54,5.128070672769054,0.16835640439360383
TikTok,28,36.96428102269658,13116,45-54,3.3207033771647225,1.7414853670978367
TikTok,14,79.92418919844319,67188,25-34,4.955943473556028,1.7408607110995395
Instagram,15,36.104288221967835,57931,35-44,8.970877516117735,4.435789480319678
Snapchat,2,28.391523649846974,18909,25-34,9.556474386475768,0.3888761534187811
Snapchat,7,92.57003597493336,6545,18-24,3.8611326074631243,1.9724164672287838
Instagram,24,85.78212603981285,47307,55-64,4.24466492102248,0.8829560152858644
Instagram,7,62.506411619126496,85240,45-54,8.12541679373806,4.302659729973946
Facebook,37,67.99720187569426,86896,45-54,7.873128294149112,2.3811178782595874
YouTube,59,73.80537021422089,44021,55-64,7.021442645548908,3.688155722710112
TikTok,4,90.47996335288923,34588,25-34,1.0050668339942797,3.766721107274438
Facebook,4,52.884320939760364,96882,18-24,3.096150952115293,4.73220073556926
Instagram,52,53.90996937790475,4186,18-24,1.4521431793266992,3.0616347169909095
Instagram,4,46.588494143650045,75102,35-44,6.858918979123258,1.8218144556635987
Instagram,39,32.681784626674585,80344,18-24,9.94764528074079,2.4174934539870296
Snapchat,45,50.86363935994864,80040,18-24,7.357768062576055,3.4108169079983357
TikTok,5,31.64994155738393,73720,18-24,6.141901748438284,1.881564952406074
Snapchat,31,90.96919987510942,96180,18-24,2.5331533275336966,3.235976932403372
Snapchat,11,15.19815101348124,39941,25-34,2.3090093768242976,4.998701206330642
TikTok,7,11.368189758370695,8796,18-24,2.9246151705801817,1.6804109849145767
Instagram,39,52.66979577118335,10632,18-24,9.592201423772014,1.8728974221580204
YouTube,32,63.18996567018837,81507,55-64,6.830135029929656,2.8568752264652124
YouTube,48,97.07778293342209,73202,55-64,7.3699299439125925,0.6722791815910683
Snapchat,57,50.1096370056983,92154,55-64,5.4497415779000296,4.557994304859973
YouTube,33,51.81589279210185,79890,45-54,8.025917520543038,2.220422325122391
YouTube,41,81.43245327133995,86259,25-34,4.847384315926078,3.033595582694292
YouTube,25,74.18077827500885,43439,55-64,6.906880137037947,0.41028941671975716
Snapchat,54,80.35253899768405,54190,45-54,6.158926890539682,2.044770603212513
Snapchat,26,31.640372539216237,97663,35-44,4.591659387215449,0.920753831599422
Instagram,27,58.88570481869299,60255,18-24,7.568750857838131,4.71063155274982
Facebook,30,58.50661533905191,18600,35-44,4.279720984669976,4.9212814277959875
YouTube,55,61.23133394294013,43592,45-54,1.6039711820155313,1.2958114531616467
Snapchat,6,81.76532950008485,95595,35-44,2.6530662299370356,0.16656448368907997
Facebook,13,45.46073254371546,99950,25-34,5.020515313750738,3.0294432461196954
YouTube,4,30.74275998328342,8790,55-64,3.0865057032763263,4.4128265767644805
TikTok,20,53.935443235566886,79994,55-64,7.158096602135346,2.968632038949985
YouTube,37,26.008465170487124,20908,18-24,4.3219655053563155,4.17873546952291
Facebook,2,10.648812173662352,61752,45-54,8.051229618619196,2.235467482889127
YouTube,6,10.146827292686392,48923,55-64,8.452373290964346,1.5904461133541625
Instagram,44,46.66390801358711,65584,25-34,1.3417054585949875,1.3778193381290254
Instagram,44,48.551824794324126,77634,45-54,2.806402278397872,3.2650916884522796
Snapchat,16,29.463381257106004,15515,35-44,1.3974783187431772,3.6273372611613395
TikTok,13,63.632718912191905,61019,18-24,2.6920109532263274,3.859112532690801
Facebook,56,50.273878858593825,90220,25-34,5.243192239548971,0.527826397446092
YouTube,58,48.85056288042617,61571,25-34,9.662132688933822,3.6622351122067336
YouTube,54,99.08791393240277,31464,55-64,9.290960180898368,0.18224079680071614
TikTok,44,97.96072494583164,64260,35-44,4.453830770341211,4.102673479297329
YouTube,9,76.88419658370977,22086,35-44,2.3882391992975047,1.0745544946537102
Facebook,39,29.020683175575954,45830,25-34,7.543651202002776,2.6240883683663747
Instagram,54,86.28002646296667,50212,18-24,7.375692211907756,4.900342443475079
Facebook,32,65.05111122267121,62073,25-34,2.433243857412106,1.7349015173815823
Facebook,7,80.91504566603645,89114,18-24,9.660764881269769,4.829643942197769
Facebook,42,62.47863301986777,51426,45-54,1.5361788959353166,2.924046741631469
YouTube,57,48.90151369743306,4166,55-64,4.277540935755954,3.2078956029900914
Instagram,8,47.48400900744587,35766,45-54,8.52771721151816,0.4095979471664286
Facebook,49,96.6791835284753,67095,45-54,7.2129591240071775,2.509769607741674
YouTube,54,92.55336370364603,94718,45-54,2.9667004714337097,3.2609492633965993
TikTok,40,99.88226118108365,9335,35-44,6.832397529529961,4.869996202607039
TikTok,14,72.1335616574321,23305,55-64,7.9042617690820745,2.6450940820118523
TikTok,9,72.81012130179712,54493,45-54,1.8120814366033327,2.2963162217603443
Instagram,46,94.47833986769334,49069,35-44,1.5555435520639054,4.6305957775641104
Snapchat,22,31.975958868907014,12599,35-44,2.0620491123566573,3.9933448341022073
YouTube,7,48.0087446758144,61731,18-24,4.05432503568735,3.2981021223046585
TikTok,12,22.557073736490853,79199,25-34,5.362433884833523,0.6163394001804136
Instagram,10,10.051931280844734,1130,18-24,1.3363949358431166,2.3287609610025513
Snapchat,34,25.681845545889637,51826,35-44,6.650348618061453,1.0698201506955165
YouTube,13,60.41691043721152,77942,18-24,5.253909442975211,1.8830869460456723
Snapchat,52,93.81300494647834,49615,35-44,5.898563436659323,1.0904521525730768
Facebook,48,14.295330593932299,1850,25-34,3.1303744188511464,2.349043797718621
Instagram,51,87.81257798341636,67335,18-24,2.9453406724143036,4.9519114657749554
TikTok,37,20.1296878495371,96945,45-54,9.6645372069177,4.471558344139588
Instagram,3,30.726948283384417,82273,25-34,6.001072003227999,2.8773646181781
YouTube,28,37.06409280607408,20242,18-24,1.153462038752628,2.071354888714322
TikTok,28,71.32251463351133,74167,25-34,6.48425517409955,0.6947552196658253
Facebook,56,50.68015689729764,67169,25-34,8.279719893703657,2.0750826070430106
Instagram,37,47.46894560722865,38991,35-44,7.8716796383294785,4.885818828561939
TikTok,57,82.44503688888436,65376,35-44,5.763343231445932,3.55004166417164
Snapchat,59,87.88417189105274,96844,35-44,3.517401641498762,2.1872843949095016
YouTube,16,90.69169068284373,14232,25-34,4.357788345724583,2.428026918690907
Instagram,42,82.75177087565868,9981,25-34,2.1656908785573328,3.573786911292035
Facebook,39,97.49858037787455,70796,25-34,4.768171914716617,1.4390706863792144
Instagram,41,21.538667221531355,38780,35-44,6.43401482496248,0.29564294391031126
TikTok,22,99.82910304139955,75599,18-24,6.990535139620538,3.6577509587086765
YouTube,51,89.71564495091827,5063,18-24,6.480486250367716,2.1965957377598313
YouTube,50,71.53634741464847,36825,55-64,4.3841376460394725,3.4310215405021336
Facebook,32,76.1802226250191,66931,45-54,6.725609469973254,2.0536728707483167
Snapchat,9,33.902451046788414,97250,35-44,4.871746418045403,0.4794737368180275
Snapchat,45,60.17012819701606,63104,35-44,8.555031611871458,4.867259122741061
Snapchat,35,27.59411470174039,76729,45-54,2.068865231651232,0.49611776262204166
Instagram,9,77.31724663739858,94516,35-44,3.593912948113979,0.6766125862066567
YouTube,3,86.54802117534949,49066,35-44,6.3462306717520605,1.3309046384122314
YouTube,17,22.042535414933404,72290,35-44,9.177002201672366,4.539380374756083
Instagram,41,22.26534780990587,50345,35-44,3.8066251085586753,3.783584183775686
Instagram,12,58.28394116615268,32633,45-54,5.970388324278845,4.812408167981278
YouTube,11,69.44282933755679,11661,45-54,5.396178185487517,1.0082891029133658
YouTube,13,84.43772144860239,84380,55-64,5.029319581878083,1.3822983588462328
Instagram,19,65.3327707867572,10907,35-44,1.687039826208966,2.0301492083494614
Instagram,54,78.81348455448166,92182,45-54,4.188499180018894,2.517730156946763
YouTube,52,33.768161176048366,57812,18-24,8.066607931942606,4.270428737709721
Instagram,26,42.70739600400365,90189,35-44,2.635967998484389,4.4856471391519035
Facebook,5,83.7617331340293,56851,35-44,7.422605809751368,2.74423037839451
YouTube,53,70.07559467280345,13463,25-34,7.621074127184079,1.0630311783041144
Snapchat,2,27.29049242972007,9894,25-34,2.3070914042947024,2.0973765798654074
TikTok,6,93.63625950269238,24062,18-24,1.062459958688967,3.183880074761961
Instagram,3,99.44535151442452,62279,35-44,2.372671001191094,3.063316929898319
Instagram,3,60.09114565864555,86426,18-24,3.5057497478007122,3.305492453966967
Facebook,45,80.31935505396903,78256,45-54,6.790382525308658,1.8484815846030223
Facebook,54,95.69654667327475,80644,18-24,7.013612466798325,3.604585403185847
YouTube,44,76.38318570972443,26912,25-34,8.914630137937083,4.706071695196866
Snapchat,40,65.40143687187249,64473,18-24,1.1064653731329266,1.4517560617068677
Snapchat,50,31.227086946183526,15571,45-54,5.328541475811382,4.58937415744594
Facebook,19,84.69133015957028,96735,35-44,5.793895739798633,3.5010732221358634
YouTube,17,32.62572256704472,66293,55-64,7.155899764812366,0.49001704243509725
Instagram,18,57.0564005091218,10138,18-24,2.1894988739826617,4.706461927811096
Snapchat,48,58.015227277251995,82260,25-34,2.9776895015834155,4.9775354816548285
TikTok,54,61.89132557549027,52011,35-44,7.312875669960892,1.90236834750195
Instagram,21,81.11538826702728,57952,55-64,8.038131068100757,1.3037409931132071
TikTok,45,37.416707647259926,21981,55-64,4.74182567815393,0.14326847656978556
TikTok,15,90.46966653296238,19215,35-44,4.767162722268421,4.639416130788216
TikTok,21,81.38456191893472,7500,35-44,6.605549365863569,2.6007003494763037
Snapchat,34,34.29767901414361,5793,55-64,1.2843956799725729,1.0338004057692596
Facebook,10,83.36183629270505,11422,25-34,8.595782926044338,3.888742783414394
Facebook,9,30.661809679479155,50415,55-64,4.913803715654246,2.2660555037648065
Facebook,50,79.59830458584236,94827,45-54,2.153696084811477,2.430442755187206
Instagram,25,30.39221088043877,69267,18-24,2.2855123974715768,1.5043559695027
Facebook,26,26.713015468062387,19408,25-34,4.90794783540551,0.22233548401458886
YouTube,35,47.564902143960595,97326,55-64,1.4677870405271662,4.878215476977367
YouTube,32,98.46438277769697,62078,55-64,9.77932751208414,4.546303735883193
Snapchat,36,34.624512391811955,12361,55-64,7.814041632428196,0.48409734344383404
Instagram,19,42.49394799162997,61638,35-44,6.1433058483765715,4.411145470144657
Snapchat,6,13.055397552162251,14256,35-44,2.0975052127771225,1.3974886991571616
YouTube,45,60.31893725693572,1462,45-54,7.777116568291408,2.339223131704139
TikTok,24,76.30321225908843,41144,18-24,8.036529622644423,1.416701419041009
YouTube,57,11.011552257152427,69558,35-44,6.827917724344838,4.026592007558453
TikTok,34,31.838156721861928,51049,45-54,6.418395555939211,1.4775911152143544
YouTube,49,31.913316106356532,38251,35-44,1.0767298456211263,4.656735489068619
Snapchat,31,25.655968416505807,6015,25-34,1.7010941350016617,2.2594874763903787
Snapchat,35,15.788242570261446,61442,55-64,8.56481179477943,0.8535539397795804
Instagram,30,62.060873151662314,38681,25-34,1.6150509369309654,2.24961796499262
Instagram,13,24.202010726840868,19199,35-44,9.21098264922098,3.8784938878704125
TikTok,43,68.46225328329342,63090,55-64,5.768717479998149,1.6026769648154753
TikTok,8,50.413451875444025,23465,55-64,6.56614740134825,0.1934752792684434
Facebook,52,98.37020843373021,14820,55-64,2.7280815921102475,1.8723766305707321
YouTube,5,91.5825794067944,79036,18-24,2.3011472291897768,4.122002332669387
Facebook,44,58.91441395794507,47295,18-24,4.252360671520505,2.483884283017502
Snapchat,44,13.439411228997201,37374,25-34,6.8941294692039445,4.620072142422922
TikTok,1,89.30194424582102,38867,35-44,1.1814916677369816,3.18763188840283
YouTube,1,60.56808678008683,42972,55-64,1.0920246612208167,0.5917287439014636
YouTube,39,28.391238005567633,62582,45-54,9.405857844802311,0.6919630655423923
Snapchat,50,23.990604150497983,6521,55-64,5.73096780320739,0.21677021037412736
Facebook,10,58.704189822839474,94773,55-64,4.410176310239999,3.3466937044437666
TikTok,21,60.470228263825874,92056,18-24,3.757871352583464,2.1356731745639834
Snapchat,9,23.613976087704575,90521,55-64,4.080531535885159,0.7141687922143363
Instagram,49,50.51041893783514,18821,45-54,4.163043169832375,2.204937118873037
Instagram,7,35.05425245765328,51499,55-64,1.4303624218177449,2.6019846688454837
YouTube,53,12.020194548003461,74868,25-34,7.641650626360071,1.3796524418098166
Instagram,56,73.23378292803335,50048,55-64,8.542586559055625,4.438423564120952
Snapchat,21,89.41929325816852,29184,35-44,1.5444049806215716,1.868261066660021
TikTok,45,76.11220899473231,87718,45-54,5.557030676766062,4.202828710283701
TikTok,58,57.01412228570776,32653,35-44,4.699369399782161,1.4616375400561652
Snapchat,2,44.7789211560727,72243,35-44,8.0668048967411,0.8085431900675553
Instagram,42,69.38301864101709,78157,18-24,9.68090897623389,3.16507387371606
YouTube,5,22.208141723663694,31730,45-54,8.59470497913279,1.693015755973062
Facebook,29,54.10598319586934,7342,45-54,2.095050347749207,2.2058148024636655
Instagram,2,94.60252414648548,21908,25-34,8.797302204038731,4.872094026190022
YouTube,20,33.90000927387294,99178,18-24,9.330565588753634,3.5977682510882665
Facebook,47,10.49064075632636,27011,35-44,4.607440226611757,2.9781431113899157
YouTube,31,27.55301775345874,43553,18-24,2.731039440166247,2.4028039611002328
YouTube,3,50.324422983613665,91838,18-24,9.17441508119405,3.3800915779793432
Instagram,17,56.20997731924343,20581,18-24,2.878864540844978,4.895982464759894
YouTube,48,74.8911162607875,33753,55-64,5.306532966151892,3.265132793940844
Snapchat,15,44.06241549973405,71732,35-44,7.935148243671413,1.146798153384538
YouTube,23,50.27694052617378,88167,35-44,3.168299153900536,3.587029291239009
TikTok,57,64.8728436016223,19181,25-34,5.435967356279578,4.5560751262593255
Snapchat,17,64.98825147842103,40567,45-54,6.931787235837548,2.7843334356291467
Snapchat,12,88.54530499563464,89470,45-54,7.129136785236268,0.5380891500442434
Snapchat,15,91.30818684824905,68121,35-44,2.6319273795525717,0.8636338660988251
YouTube,21,78.75579004572508,83610,35-44,8.28938848730754,0.8895404559020683
Instagram,32,33.76147394439151,84282,55-64,6.7846446566330565,0.6804706463038004
Facebook,11,20.02231914018281,48282,45-54,1.642805439168721,4.513736260066827
Facebook,41,36.277792054661646,74880,45-54,6.702863740956214,0.7987925800077088
Snapchat,58,59.86400006125677,40810,18-24,6.1430553708894635,4.514271805151069
TikTok,15,87.50315695025061,4220,35-44,3.93390279992503,4.141643746173273
YouTube,39,28.81136003282256,58233,18-24,8.62390080695761,2.2497784343230274
TikTok,12,10.731675455338584,86733,55-64,1.997790052922844,4.218424992194516
Facebook,14,68.48260603049553,68900,25-34,1.5765502167450332,0.3864176700723885
YouTube,47,57.42372544659998,44478,45-54,9.560216347419633,0.31271709732211067
Instagram,1,53.17750137513681,28869,35-44,9.298814535471134,4.169377585948014
TikTok,41,29.148103877126385,51676,35-44,1.5612182422053809,0.32159607579725813
YouTube,8,25.990557271109775,92271,45-54,2.4655509138786855,2.54142424726827
Facebook,13,55.498201575189796,68224,45-54,3.2146109781506875,4.692287461286957
Instagram,2,11.507006635885672,66040,35-44,7.977661072067004,4.966278780127052
TikTok,19,45.89745539413163,5803,18-24,5.598937365506432,3.0915605530118944
Instagram,45,36.98310586526455,82133,55-64,7.004761355484231,2.390779145705487
YouTube,4,58.10511124156861,52077,18-24,9.404123538505917,4.1345695602158345
Instagram,47,87.355748945626,87513,18-24,9.263324784530566,2.9464510137619175
Facebook,3,17.066561083704926,26248,55-64,9.490644949162336,4.610482507642115
Facebook,23,81.75505100845218,20120,35-44,1.8132795149105476,3.1639014688794327
Facebook,54,49.46936316814352,64470,35-44,7.630788788264843,1.830941133984568
Instagram,27,93.41699229205098,53364,35-44,4.851394187115292,4.7898147685123265
YouTube,19,58.72650229071037,39657,45-54,5.432198792446632,2.8432007584729275
TikTok,35,70.93264231096106,15277,35-44,4.184472929863609,0.7619765564808719
YouTube,10,72.49985366124449,77971,18-24,6.74203686443487,4.4715187386200475
Instagram,59,62.1001990424728,57210,55-64,6.137619171238252,4.374807206359385
TikTok,52,77.50718899835906,94001,55-64,6.820214623891099,2.968979553800322
Snapchat,44,77.82732975215892,77578,18-24,3.933125511660194,2.6522896780435206
TikTok,4,67.51135747015093,43680,55-64,4.5418690591439255,3.7666251690471926
YouTube,13,39.131597215980484,58584,35-44,8.427156963501162,4.313541744399412
Facebook,42,12.815036483907932,87141,55-64,8.294027768849428,2.327049522897307
Instagram,39,74.77102050162321,84157,45-54,5.066663100988262,0.5217903872514611
Snapchat,49,61.70654380234844,6676,35-44,1.5881209809225252,1.8608041707755107
TikTok,48,13.172605203224272,99169,35-44,4.471079036185991,2.3757498570151196
Instagram,30,98.16267618304967,64424,35-44,6.028957982763093,2.853242838485491
TikTok,22,32.41779506710519,99041,25-34,4.408365351741229,2.2547138425744135
Snapchat,2,95.39736495906898,97952,45-54,3.043516861246362,4.631996030939144
Snapchat,27,87.73274208777181,10162,18-24,5.805777488694323,1.3801333067814952
Instagram,53,44.9916638819402,45724,25-34,1.225028202040704,1.163826102600015
Instagram,32,71.14278197275642,85089,55-64,8.7677096304163,0.4372432814632268
Facebook,28,56.93288056642105,90098,35-44,2.116368784520496,2.253586128428915
TikTok,9,45.81002885720182,49148,25-34,1.7651767163669574,3.252090254487463
Instagram,18,22.425051739489696,23626,35-44,7.138145326063709,2.908152190904654
TikTok,25,20.485841431478768,54441,18-24,4.375264622909146,3.3914091699385005
YouTube,7,76.18117382051246,28526,55-64,4.473235747604778,0.3491203058762762
